date,irl,irs,sratio,sz,unr,land_supply,rei,m1,m2,gdp,cpi,cpi_yoy,fr,gini,tp,m1_gdp,gap,lnhpi,lnhpi_diff,lnhpi_mean,lnhpi_trend,irl_inv,irs_inv
2016-11-30,2.7,2.1092,0.479,0.0482317000012,4.04,9873.68333333,6.5,22.7,11.4,0.0,0.14,2.25,6.3872,0.462,0.00497141436739,0.156332109624,1.0799382024,0.422362337776,0.00897758103656,0.0149241325199,0.445622990599,0.37037037037,0.474113407927
2016-12-31,3.0643,2.6474,0.479,-0.045044667225,4.02,10840.445,6.9,21.4,11.3,0.0149253731343,0.22,2.08,6.5436,0.465,0.00588526283627,0.107650777976,1.08268797835,0.425357846377,0.00599101784733,0.00748429944195,0.447449897651,0.326338804947,0.377729092695
2017-01-31,3.0956,2.5218,0.479,0.0178914913801,4.02,10918.68,6.9,14.5,11.3,0.0149253731343,1.0,2.55,6.3917,0.465,0.00588526283627,0.107650777976,1.08542069016,0.428353355599,0.00599101782359,0.00599101783546,0.449307599836,0.323039152345,0.396542152431
2017-02-28,3.4,2.5344,0.479,0.0261357269608,4.02,10524.2666667,8.9,21.4,11.1,0.0149253731343,-0.2,0.8,6.6478,0.465,0.00588526283627,0.107650777976,1.08964408564,0.432345376765,0.00698753038789,0.00648927410574,0.451223117363,0.294117647059,0.394570707071
2017-03-31,3.2574,2.8771,0.479,-0.00592858801362,3.97,10687.775,9.1,18.8,10.6,0.0147058823529,-0.3,0.9,6.5953,0.465,0.00588526283627,0.0619409966674,1.09988865662,0.440313546656,0.011960191057,0.00947386072242,0.45330548438,0.306993307546,0.347572208126
2017-04-30,3.2733,2.9443,0.479,-0.0210567885162,3.97,10229.4216667,9.3,18.5,10.5,0.0147058823529,0.1,1.2,6.5923,0.465,0.00588526283627,0.0619409966674,1.10854446218,0.447289160401,0.014943783636,0.0134519873465,0.455522037817,0.305502092689,0.33963930306
2017-05-31,3.52,3.2738,0.479,-0.0118810328243,3.97,9451.975,8.8,17.0,9.6,0.0147058823529,-0.1,1.5,6.4913,0.465,0.00588526283627,0.0619409966674,1.11560958065,0.453271232078,0.0129576854223,0.0139507345291,0.457841318348,0.284090909091,0.305455434052
2017-06-30,3.6985,3.3317,0.479,0.0241401372742,3.95,8660.71166667,8.5,15.0,9.4,0.0,-0.2,1.5,6.6304,0.465,0.00588526283627,0.0351755408251,1.12263143247,0.459253303507,0.0119641431062,0.0124609142642,0.460260171527,0.270379883737,0.300147072065
2017-07-31,3.5661,2.9996,0.479,0.0252476885219,3.95,8647.68666667,7.9,15.3,9.2,0.0,0.1,1.4,6.6824,0.465,0.00588526283627,0.0351755408251,1.12650157942,0.463245325144,0.00997409306565,0.0109691180859,0.462721591583,0.280418384229,0.333377783704
2017-08-31,3.62,2.9015,0.479,0.0268198108767,3.95,9571.35666667,7.9,14.0,8.9,0.0,0.4,1.8,6.7143,0.465,0.00588526283627,0.0351755408251,1.12879339449,0.466240833802,0.00698753029498,0.00848081168031,0.465197445514,0.276243093923,0.344649319318
